code,name,name_en,primary_code,level
060308,苏宁镭射,Suning Citicall,0603,3
060400,超市,Supermarket,0604,3
060401,家乐福,Carrefour,0604,3
060402,沃尔玛,Wal-Mart,0604,3
060403,华润,CRC,0604,3
060404,北京华联,Beijing Hualian,0604,3
060405,上海华联,Shanghai Hualian,0604,3
060406,麦德龙,METRO,0604,3
060407,乐天玛特,LOTTE Mart,0604,3
060408,华堂,Ito Yokado,0604,3
060409,卜蜂莲花,Lotus,0604,3
060411,屈臣氏,Watsons,0604,3
060413,惠康超市,Wellcome,0604,3
060414,百佳超市,PARKnSHOP,0604,3
060415,万宁超市,Mannings,0604,3
060500,花鸟鱼虫市场,Plants & Pet Market,0605,3
060501,花卉市场,Flower Shop,0605,3
060502,宠物市场,Pet Market,0605,3
060600,家居建材市场,Home Building Materials Market,0606,3
060601,家具建材综合市场,Home Building Materials Market,0606,3
060602,家具城,Furniture Store,0606,3
060603,建材五金市场,Hardware Store,0606,3
060604,厨卫市场,Kitchen Supply,0606,3
060605,布艺市场,Deco Cloth Store,0606,3
060606,灯具瓷器市场,Lighting & Porcelain Market,0606,3
060700,综合市场,Comprehensive Market,0607,3
060701,小商品市场,Small Commodity Market,0607,3
060702,旧货市场,Flea Market,0607,3
060703,农副产品市场,Agricultural Products Market,0607,3
060704,果品市场,Fruits Market,0607,3
060705,蔬菜市场,Vegetable Market,0607,3
060706,水产海鲜市场,Seafood Market,0607,3
060800,文化用品店,Stationary Store,0608,3
060900,体育用品店,Sports Store,0609,3
060901,李宁专卖店,Li-Ning,0609,3
060902,耐克专卖店,NIKE,0609,3
060903,阿迪达斯专卖店,adidas,0609,3
060904,锐步专卖店,Reebok,0609,3
060905,彪马专卖店,PUMA,0609,3
060906,高尔夫用品店,Golf Accessories Shop,0609,3
060907,户外用品,Outdoor Sports Shop,0609,3
061000,特色商业街,Commercial Street,0610,3
061001,步行街,Pedestrian Street,0610,3
061100,服装鞋帽皮具店,Clothing Store,0611,3
061101,品牌服装店,Brand Clothing Store,0611,3
061102,品牌鞋店,Brand Shoes Store,0611,3
061103,品牌皮具店,Brand Leather Ware Store,0611,3
061104,品牌箱包店,Brand Bags and Suitcases Store,0611,3
061200,专营店,Franchise Store,0612,3
061201,古玩字画店,Antique Shop,0612,3
061202,珠宝首饰工艺品,Jewelry Store,0612,3
061203,钟表店,Watches Shop,0612,3
061204,眼镜店,Optical Shop,0612,3
061205,书店,Bookstore,0612,3
061206,音像店,CD/DVD Shop,0612,3
061207,儿童用品店,Children's Store,0612,3
061208,自行车专卖店,Bike Shop,0612,3
061209,礼品饰品店,Gift Store,0612,3
061210,烟酒专卖店,Tobacco & Wine Franchise Store,0612,3
061211,宠物用品店,Pet's Store,0612,3
061212,摄影器材店,Camera Shop,0612,3
061213,宝马生活方式,BMW Lifestyle,0612,3
061214,土特产专卖店,Local Products Franchise Store,0612,3
061300,特殊买卖场所,Special Trade House,0613,3
061301,拍卖行,Auction House,0613,3
061302,典当行,Pawn House,0613,3
061400,其它个人用品店,Personal Care Items Shop,0614,3
061401,莎莎,Sasa,0614,3
070000,生活服务场所,Daily Life Service Place,0700,3
070100,旅行社,Travel Agency,0701,3
070200,信息咨询中心,Information Centre,0702,3
070201,服务中心,Service Centre,0702,3
070202,旅馆问讯,Enquire of Hotel,0702,3
070203,行李查询/行李问询,Enquire of Baggage,0702,3
070300,售票处,Ticket Office,0703,3
070301,飞机票代售点,Airline Tickets Office,0703,3
070302,火车票代售点,Train Ticket Office,0703,3
070303,长途汽车票代售点,Coach Ticket Office,0703,3
070304,船票代售点,Ferry Ticket Office,0703,3
070305,公交卡/月票代售点,Bus IC Card,0703,3
070306,公园景点售票处,Park Box Office,0703,3
070400,邮局,Post Office,0704,3
070401,邮政速递,Express Post,0704,3
070500,物流速递,Logistics Service,0705,3
070501,物流仓储场地,Logistics Warehouse Space,0705,3
070600,电讯营业厅,Telecom Office,0706,3
070601,中国电信营业厅,China Telecom Office,0706,3
070603,中国移动营业厅,China Mobile Office,0706,3
070604,中国联通营业厅,China Unicom Office,0706,3
070605,中国铁通营业厅,China Tietong Office,0706,3
070606,中国卫通营业厅,China Satcom Office,0706,3
070607,和记电讯,Hutchison Telecommunications,0706,3
070608,数码通电讯,SmarTone,0706,3
070609,电讯盈科,PCCW,0706,3
070610,中国移动香港,China Mobile Hong Kong,0706,3
070700,事务所,Professional Service Firm,0707,3
070701,律师事务所,Law Firm,0707,3
070702,会计师事务所,Accounting Firm,0707,3
070703,评估事务所,Evaluation Firm,0707,3
070704,审计事务所,Audit Firm,0707,3
070705,认证事务所,Authentication Services,0707,3
070706,专利事务所,Patent Office,0707,3
070800,人才市场,Job Center,0708,3
070900,自来水营业厅,Water Supply Service Office,0709,3
071000,电力营业厅,Electric Supply Service Office,0710,3
071100,美容美发店,Beauty and Hairdressing Store,0711,3
071200,维修站点,Repair Store,0712,3
071300,摄影冲印,Photo Finishing,0713,3
071400,洗浴推拿场所,Bath & Massage Center,0714,3
071500,洗衣店,Laundry,0715,3
071600,中介机构,Agency,0716,3
071700,搬家公司,Move Service,0717,3
071800,彩票彩券销售点,Lottery Store,0718,3
071801,马会投注站,Horse-Betting Center,0718,3
071900,丧葬设施,Funeral Facilities,0719,3
071901,陵园,Cemetery,0719,3
071902,公墓,Cemetery,0719,3
071903,殡仪馆,Funeral House,0719,3
072000,婴儿服务场所,Baby Service Place,0720,3
072001,婴儿游泳馆,Baby Natatorium,0720,3
080000,体育休闲服务场所,Sports & Recreation Places,0800,3
080100,运动场所,Sports Places,0801,3
080101,综合体育馆,Sports Centre,0801,3
080102,保龄球馆,Bowling Hall,0801,3
080103,网球场,Tennis Court,0801,3
080104,篮球场馆,Basketball Stadium,0801,3
080105,足球场,Football Field,0801,3
080106,滑雪场,Ski Field,0801,3
080107,溜冰场,Skating Rink,0801,3
080108,户外健身场所,Outdoor Gym Facility,0801,3
080109,海滨浴场,Public Beach,0801,3
080110,游泳馆,Natatorium,0801,3
080111,健身中心,Gym Center,0801,3
080112,乒乓球馆,Table Tennis Hall,0801,3
080113,台球厅,Pool Room,0801,3
080114,壁球场,Squash Court,0801,3
080115,马术俱乐部,Horse Riding Club,0801,3
080116,赛马场,Race Track,0801,3
080117,橄榄球场,Rugby Court,0801,3
080118,羽毛球场,Badminton Court,0801,3
080119,跆拳道场馆,Taekwondo Venue,0801,3
080200,高尔夫相关,Golf Related,0802,3
080201,高尔夫球场,Golf Course,0802,3
080202,高尔夫练习场,Golf Training Course,0802,3
080300,娱乐场所,Recreation Center,0803,3
080301,夜总会,Night Club,0803,3
080302,KTV,KTV,0803,3
080303,迪厅,Disco,0803,3
080304,酒吧,Pub,0803,3
080305,游戏厅,Game Center,0803,3
080306,棋牌室,Card & Chess Room,0803,3
080307,博彩中心,Lottery Center,0803,3
080308,网吧,Internet Bar,0803,3
080400,度假疗养场所,Holiday & Nursing Resort,0804,3
080401,度假村,Resort,0804,3
080402,疗养院,Nursing Home,0804,3
080500,休闲场所,Recreation Place,0805,3
080501,游乐场,Amusement Park,0805,3
080502,垂钓园,Fishing Spot,0805,3
080503,采摘园,Plucking Park,0805,3
080504,露营地,Camping Site,0805,3
080505,水上活动中心,Water Sports Centre,0805,3
080600,影剧院相关,Theatre & Cinema Related,0806,3
080601,电影院,Cinema,0806,3
080602,音乐厅,Concert Hall,0806,3
080603,剧场,Theatre,0806,3
090000,医疗保健服务场所,Medical and Health Care Service Place,0900,3
090100,综合医院,Hospital,0901,3
090101,三级甲等医院,AAA Class Hospital,0901,3
090102,卫生院,Health Center,0901,3
090200,专科医院,Special Hospital,0902,3
090201,整形美容,Plastic Surgery,0902,3
090202,口腔医院,Stomatological Hospital,0902,3
090203,眼科医院,Ophthalmology Hospital,0902,3
090204,耳鼻喉医院,ENT Hospital,0902,3
090205,胸科医院,Chest Hospital,0902,3
090206,骨科医院,Orthopedic Hospital,0902,3
090207,肿瘤医院,Tumor Hospital,0902,3
090208,脑科医院,Brain Hospital,0902,3
090209,妇科医院,Maternity Hospital,0902,3
090210,精神病医院,Psychiatric Hospital,0902,3
090211,传染病医院,Infectious Disease Hospital,0902,3
090300,诊所,Clinic,0903,3
090400,急救中心,Emergency Center,0904,3
090500,疾病预防,Disease Prevention,0905,3
090600,医药保健相关,Medicine Health Care Related,0906,3
090601,药房,Pharmacy,0906,3
090602,医疗保健用品,Medical Supplies,0906,3
090700,动物医疗场所,Veterinary Hospital,0907,3
090701,宠物诊所,Pet Clinic,0907,3
090702,兽医站,Veterinary Station,0907,3
100000,住宿服务相关,Accommodation Service Related,1000,3
100100,宾馆酒店,Hotel,1001,3
100101,奢华酒店,Luxury Hotel,1001,3
100102,五星级宾馆,Five-star Hotel,1001,3
100103,四星级宾馆,Four-star Hotel,1001,3
100104,三星级宾馆,Three-star Hotel,1001,3
100105,经济型连锁酒店,Economical Chain Hotel,1001,3
100200,旅馆招待所,Hostel,1002,3
100201,青年旅舍,Youth Hostel,1002,3
110000,旅游景点,Tourist Attraction,1100,3
110100,公园广场,Park & Square,1101,3
110101,公园,Park,1101,3
110102,动物园,Zoo,1101,3
110103,植物园,Botanical Garden,1101,3
110104,水族馆,Aquarium,1101,3
110105,城市广场,City Plaza,1101,3
110106,公园内部设施,Facilities within the park,1101,3
110200,风景名胜,Scenery Spot,1102,3
110201,世界遗产,World Heritage,1102,3
110202,国家级景点,National View Spot,1102,3
110203,省级景点,Provincial View Spot,1102,3
110204,纪念馆,Memorial Hall,1102,3
110205,寺庙道观,Buddhist & Taoist Temple,1102,3
110206,教堂,Church,1102,3
110207,回教寺,Mosque,1102,3
110208,海滩,Beach,1102,3
110209,观景点,View Point,1102,3
120000,商务住宅相关,Commercial House Related,1200,3
120100,产业园区,Industrial Park,1201,3
120200,楼宇相关,Building Related,1202,3
120201,商务写字楼,Business Office Building,1202,3
120202,工业大厦建筑物,Industrial Building,1202,3
120203,商住两用楼宇,Commercial-residential Building,1202,3
120300,住宅区,Residential Area,1203,3
120301,别墅,Villa,1203,3
120302,住宅小区,Residential Quarter,1203,3
120303,宿舍,Dormitory,1203,3
120304,社区中心,Community Center,1203,3
130000,政府及社会团体相关,Governmental & Social Groups Related,1300,3
130100,政府机关相关,Governmental Organization Related,1301,3
130101,国家级机关及事业单位,State Level Organization & Institution,1301,3
130102,省直辖市级政府及事业单位,Provincial Level Government and Institution,1301,3
130103,地市级政府及事业单位,Prefecture Level Government and Institution,1301,3
130104,区县级政府及事业单位,District & County Level Government and Institution,1301,3
130105,乡镇级政府及事业单位,Town Level Government and Institution,1301,3
130106,乡镇以下级政府及事业单位,Below Town level Government and Institution,1301,3
130107,外地政府办,Non-local Government Representative Office,1301,3
130200,外国机构相关,Foreign Organization Related,1302,3
130201,外国使领馆,Foreign Embassy and Consulate,1302,3
130202,国际组织办事处,Representative Office of International Organization,1302,3
130300,民主党派,Democratic Party,1303,3
130400,社会团体相关,Social Group Related,1304,3
130401,共青团,Communist Youth League,1304,3
130402,少先队,Young Pioneer,1304,3
130403,妇联,Women's Federation,1304,3
130404,残联,Disabled Persons' Federation,1304,3
130405,红十字会,Red Cross,1304,3
130406,消费者协会,Consumers' Association,1304,3
130407,行业协会,Industry Association,1304,3
130408,慈善机构,Charity Organizations,1304,3
130409,教会,Church,1304,3
130500,公检法机关,Public Security Organization,1305,3
130501,公安警察,Police Station,1305,3
130502,检察院,Procuratorate,1305,3
130503,法院,Court,1305,3
130504,消防机关,Fire Fighting Organization,1305,3
130505,公证鉴定机构,Notarial Survey Organization,1305,3
130506,社会治安机构,Social Security Organization,1305,3
130600,交通车辆管理相关,Traffic Vehicle Management Related,1306,3
130601,交通管理机构,Traffic Management Authority,1306,3
130602,车辆管理机构,Vehicle Management Authority,1306,3
130603,验车场,Vehicle Assessment Service,1306,3
130604,交通执法站,Traffic Management Station,1306,3
130605,车辆通行证办理处,Vehicle Pass Card Office,1306,3
130606,货车相关检查站,Truck Related Checkpoints,1306,3
130700,工商税务机构,Industrial and Commercial Taxation Institution,1307,3
130701,工商部门,Administration for Industry & Commerce,1307,3
130702,国税机关,State Tax Authority,1307,3
130703,地税机关,Local Tax Authority,1307,3
140000,科教文化场所,Science & Education Cultural Place,1400,3
140100,博物馆,Museum,1401,3
140101,奥迪博物馆,Audi Museum,1401,3
140102,梅赛德斯-奔驰博物馆,Mercedes-Benz Museum,1401,3
140200,展览馆,Exhibition Hall,1402,3
140201,室内展位,Indoor Booth,1402,3
140300,会展中心,Convention & Exhibition Center,1403,3
140400,美术馆,Art Gallery,1404,3
140500,图书馆,Library,1405,3
140600,科技馆,Science & Technology Museum,1406,3
140700,天文馆,Planetarium,1407,3
140800,文化宫,Cultural Palace,1408,3
140900,档案馆,Archives Hall,1409,3
141000,文艺团体,Arts Organization,1410,3
141100,传媒机构,Media Organization,1411,3
141101,电视台,TV Station,1411,3
141102,电台,Radio Station,1411,3
141103,报社,Newspaper Office,1411,3
141104,杂志社,Journal Publisher,1411,3
141105,出版社,Publishing House,1411,3
141200,学校,School,1412,3
141201,高等院校,University & College,1412,3
141202,中学,Middle School,1412,3
141203,小学,Elementary School,1412,3
141204,幼儿园,Kindergarten,1412,3
141205,成人教育,Adult Education,1412,3
141206,职业技术学校,Vocational Technical School,1412,3
141207,学校内部设施,Facilities within the School,1412,3
141300,科研机构,Research Institution,1413,3
141400,培训机构,Training Institution,1414,3
141500,驾校,Driving School,1415,3
150000,交通服务相关,Transportation Service Related,1500,3
150100,机场相关,Airport Related,1501,3
150101,候机室,Departure Lounge,1501,3
150102,摆渡车站,The Ferry Station,1501,3
150104,飞机场,Airport,1501,3
150105,机场出发/到达,Airport Departure/Arrival,1501,3
150106,直升机场,Heliport,1501,3
150107,机场货运处,Airport Freight Station,1501,3
150200,火车站,Railway Station,1502,3
150201,候车室,Waiting Room,1502,3
150202,进站口/检票口,Ticket Entrance,1502,3
150203,出站口,Exit,1502,3
150204,站台,Platform,1502,3
150205,售票,Sell Ticket,1502,3
150206,退票,Get a Refund for a Ticket,1502,3
150207,改签,Endorse the Ticket,1502,3
150208,公安制证,Public Security Accreditation,1502,3
150209,票务相关,Ticket Business Correlation,1502,3
150210,货运火车站,Freight Railway Station,1502,3
150300,港口码头,Port & Marina,1503,3
150301,客运港,Passenger Port,1503,3
150302,车渡口,Ferry Terminal for Vehicle,1503,3
150303,人渡口,Ferry Terminal,1503,3
150304,货运港口码头,Freight Ports,1503,3
150400,长途汽车站,Coach Station,1504,3
150500,地铁站,Subway Station,1505,3
150501,出入口,Exit,1505,3
150600,轻轨站,Light Rail Station,1506,3
150700,公交车站相关,Bus Station Related,1507,3
150701,旅游专线车站,Tourist Routes Bus Station,1507,3
150702,普通公交站,Common Bus Station,1507,3
150703,机场巴士,Airport Bus,1507,3
150800,班车站,Commuter Bus Station,1508,3
150900,停车场相关,Parking Lot Related,1509,3
150903,换乘停车场,Park-and-Ride Place,1509,3
150904,公共停车场,Public Parking Lot,1509,3
150905,专用停车场,Reserved Parking Lot,1509,3
150906,路边停车场,Roadside Parking Lot,1509,3
150907,停车场入口,Parking Lot Entrance,1509,3
150908,停车场出口,Parking Lot Exit,1509,3
150909,停车场出入口,Parking Lot Entrance & Exit,1509,3
151000,过境口岸,Border Crossing,1510,3
151100,出租车,Taxi,1511,3
151200,轮渡站,Ferry Station,1512,3
151300,索道站,Ropeway Station,1513,3
160000,金融保险机构,Finance & Insurance Institution,1600,3
160100,银行,Bank,1601,3
160101,中国人民银行,The People's Bank of China,1601,3
160102,国家开发银行,China Development Bank,1601,3
160103,中国进出口银行,The Export-Import Bank of China,1601,3
160104,中国银行,Bank of China,1601,3
160105,中国工商银行,ICBC,1601,3
160106,中国建设银行,China Construction Bank,1601,3
160107,中国农业银行,Agricultural Bank of China,1601,3
160108,交通银行,Bank of Communications,1601,3
160109,招商银行,China Merchants Bank,1601,3
160110,华夏银行,Huaxia Bank,1601,3
160111,中信银行,China CITIC Bank,1601,3
160112,中国民生银行,China Minsheng Bank,1601,3
160113,中国光大银行,China Everbright Bank,1601,3
160114,上海银行,Bank of Shanghai,1601,3
160115,上海浦东发展银行,Shanghai Pudong Development Bank,1601,3
160117,平安银行,Ping An Bank,1601,3
160118,兴业银行,Industrial Bank,1601,3
160119,北京银行,Bank of Beijing,1601,3
160120,广发银行,CGB,1601,3
160121,农村商业银行,Rural Commercial Bank,1601,3
160122,香港恒生银行,Hong Kong Hang Seng Bank,1601,3
160123,东亚银行,Bank of East Asia,1601,3
160124,花旗银行,Citibank,1601,3
160125,渣打银行,Standard Chartered Bank,1601,3
160126,汇丰银行,HSBC,1601,3
160127,荷兰银行,ABN AMRO Bank,1601,3
160128,美国运通银行,American Express Bank,1601,3
160129,瑞士友邦银行,AIG Private Bank,1601,3
160130,美国银行,Bank of America,1601,3
160131,蒙特利尔银行,Bank of Montreal,1601,3
160132,纽约银行,Bank of New York,1601,3
160133,苏格兰皇家银行,The Royal Bank of Scotland,1601,3
160134,法国兴业银行,Societe Generale Bank,1601,3
160135,德意志银行,Deutsche Bank,1601,3
160136,日本三菱东京日联银行,Bank of Tokyo-Mitsubishi UFJ,1601,3
160137,巴克莱银行,Barclays Bank,1601,3
160138,摩根大通银行,JPMorgan Chase Bank,1601,3
160139,中国邮政储蓄银行,Postal Savings Bank of China,1601,3
160140,香港星展银行,DBS,1601,3
160141,南洋商业银行,Nanyang Commercial Bank,1601,3
160142,上海商业银行,Shanghai Commercial Bank,1601,3
160143,永亨银行,Wing Hang Bank,1601,3
160144,香港永隆银行,Wing Lung Bank,1601,3
160145,创兴银行,Chong Hing Bank,1601,3
160146,大新银行,Dah Sing Bank,1601,3
160147,中信银行(国际),China CITIC Bank International,1601,3
160148,大众银行(香港),Public Bank (Hong Kong),1601,3
160149,北京农商银行,Beijing Rural Commercial Bank,1601,3
160150,上海农商银行,Shanghai Rural Commercial Bank,1601,3
160151,广州农商银行,Guangzhou Rural Commercial Bank,1601,3
160152,深圳农村商业银行,Shenzhen Rural Commercial Bank,1601,3
160200,银行相关,Bank Related,1602,3
160300,自动提款机,ATM,1603,3
160301,中国银行ATM,Bank of China ATM,1603,3
160302,中国工商银行ATM,ICBC ATM,1603,3
160303,中国建设银行ATM,China Construction Bank ATM,1603,3
160304,中国农业银行ATM,Agricultural Bank of China ATM,1603,3
160305,交通银行ATM,Bank of Communications ATM,1603,3
160306,招商银行ATM,China Merchants Bank ATM,1603,3
160307,华夏银行ATM,Huaxia Bank ATM,1603,3
160308,中信银行ATM,China CITIC Bank ATM,1603,3
160309,中国民生银行ATM,China Minsheng Bank ATM,1603,3
160310,中国光大银行ATM,China Everbright Bank ATM,1603,3
160311,上海银行ATM,Bank of Shanghai ATM,1603,3
160312,上海浦东发展银行ATM,Shanghai Pudong Development Bank ATM,1603,3
160314,平安银行ATM,Ping An Bank ATM,1603,3
160315,兴业银行ATM,Industrial Bank ATM,1603,3
160316,北京银行ATM,Bank of Beijing ATM,1603,3
160317,广发银行ATM,CGB ATM,1603,3
160318,农村商业银行ATM,Rural Commercial Bank ATM,1603,3
160319,香港恒生银行ATM,Hong Kong Hang Seng Bank ATM,1603,3
160320,东亚银行ATM,Bank of East Asia ATM,1603,3
160321,花旗银行ATM,Citibank ATM,1603,3
160322,渣打银行ATM,Standard Chartered Bank ATM,1603,3
160323,汇丰银行ATM,HSBC ATM,1603,3
160324,荷兰银行ATM,ABN AMRO Bank ATM,1603,3
160325,美国运通银行ATM,American Express Bank ATM,1603,3
160326,瑞士友邦银行ATM,AIG Private Bank ATM,1603,3
160327,美国银行ATM,Bank of America ATM,1603,3
160328,蒙特利尔银行ATM,Bank of Montreal ATM,1603,3
160329,纽约银行ATM,Bank of New York ATM,1603,3
160330,苏格兰皇家银行ATM,The Royal Bank of Scotland ATM,1603,3
160331,法国兴业银行ATM,Societe Generale Bank ATM,1603,3
160332,德意志银行ATM,Deutsche Bank ATM,1603,3
160333,日本三菱东京日联银行ATM,Bank of Tokyo-Mitsubishi UFJ ATM,1603,3
160334,巴克莱银行ATM,Barclays Bank ATM,1603,3
160335,摩根大通银行ATM,JPMorgan Chase Bank ATM,1603,3
160336,中国邮政储蓄银行ATM,Postal Savings Bank of China ATM,1603,3
160337,香港星展银行ATM,DBS ATM,1603,3
160338,南洋商业银行ATM,Nanyang Commercial Bank ATM,1603,3
160339,上海商业银行ATM,Shanghai Commercial Bank ATM,1603,3
160340,永亨银行ATM,Wing Hang Bank ATM,1603,3
160341,香港永隆银行ATM,Wing Lung Bank ATM,1603,3
160342,创兴银行ATM,Chong Hing Bank ATM,1603,3
160343,大新银行ATM,Dah Sing Bank ATM,1603,3
160344,中信银行(国际)ATM,China CITIC Bank International ATM,1603,3
160345,大众银行(香港)ATM,Public Bank (Hong Kong) ATM,1603,3
160346,北京农商银行ATM,Beijing Rural Commercial Bank ATM,1603,3
160347,上海农商银行ATM,Shanghai Rural Commercial Bank ATM,1603,3
160348,广州农商银行ATM,Guangzhou Rural Commercial Bank ATM,1603,3
160349,深圳农村商业银行ATM,Shenzhen Rural Commercial Bank ATM,1603,3
160400,保险公司,Insurance Company,1604,3
160401,中国人民保险公司,The People's Insurance Company of China,1604,3
160402,中国人寿保险公司,China Life Insurance Company,1604,3
160403,中国平安保险公司,Ping An Insurance Company of China,1604,3
160404,中国再保险公司,China Reinsurance Company,1604,3
160405,中国太平洋保险,China Pacific Insurance Company,1604,3
160406,新华人寿保险公司,New China Life Insurance Company,1604,3
160407,华泰财产保险股份有限公司,Huatai Property Insurance Company Ltd.,1604,3
160408,泰康人寿保险公司,Taikang Life Insurance Company,1604,3
160500,证券公司,Securities Company,1605,3
160501,证券营业厅,Office of Securities Business,1605,3
160600,财务公司,Finance Company,1606,3
170000,公司企业,Enterprises,1700,3
170100,知名企业,Famous Enterprise,1701,3
170200,公司,Company,1702,3
170201,广告装饰,Advertisement and Decoration,1702,3
170202,建筑公司,Construction Company,1702,3
170203,医药公司,Medical Company,1702,3
170204,机械电子,Machinery and Electronics,1702,3
170205,冶金化工,Chemical and Metallurgy,1702,3
170206,网络科技,Network Science and Technology,1702,3
170207,商业贸易,Commercial Trade,1702,3
170208,电信公司,Telecommunication Company,1702,3
170209,矿产公司,Mining Company,1702,3
170300,工厂,Factory,1703,3
170400,其它农林牧渔基地,Other Farming，Forestry，Animal Husbandry and Fishery Base,1704,3
170401,渔场,Fishing Farm,1704,3
170402,农场,Farm,1704,3
170403,林场,Forest Farm,1704,3
170404,牧场,Pasture,1704,3
170405,家禽养殖基地,Poultry Breeding Base,1704,3
170406,蔬菜基地,Vegetable Planting Base,1704,3
170407,水果基地,Fruit Cultivation Base,1704,3
170408,花卉苗圃基地,Flower Nurserey Base,1704,3
180000,道路附属设施,Road Furniture,1800,3
180100,警示信息,Warning Sign,1801,3
180101,摄像头,Camera,1801,3
180102,测速设施,Speed Sensor,1801,3
180103,铁路道口,Railway Crossing,1801,3
180104,违章停车,Illegal Parking,1801,3
180200,收费站,Toll Gate,1802,3
180201,高速收费站,Expressway Toll Gate,1802,3
180202,国省道收费站,National and Provincial Road Toll Gate,1802,3
180203,桥洞收费站,Tunnel & Bridge Toll Gate,1802,3
180300,高速服务区,Expressway Service Area,1803,3
180301,高速加油站服务区,Expressway Filling Station Service Area,1803,3
180302,高速停车区,Expressway Parking Area,1803,3
180400,红绿灯,Traffic Light,1804,3
180500,路牌信息,Signpost,1805,3
190000,地名地址信息,Place Name & Address,1900,3
190100,普通地名,Normal Place Name,1901,3
190101,国家名,Country Name,1901,3
190102,省级地名,Provincial Place Name,1901,3
190103,直辖市级地名,Municipal Place Name,1901,3
190104,地市级地名,Prefecture-level Place Name,1901,3
190105,区县级地名,District/County-level Place Name,1901,3
190106,乡镇级地名,Township-level Place Name,1901,3
190107,街道级地名,Subdistrict-level Place Name,1901,3
190108,村庄级地名,Village-level Place Name,1901,3
190109,村组级地名,Village Team-level Place Name,1901,3
190200,自然地名,Natural Place Name,1902,3
190201,海湾海峡,Gulf and Strait,1902,3
190202,岛屿,Island,1902,3
190203,山,Mountain,1902,3
190204,河流,River,1902,3
190205,湖泊,Lake,1902,3
190300,交通地名,Transportation Place Name,1903,3
190301,道路名,Road Name,1903,3
190302,路口名,Name of Intersection,1903,3
190303,环岛名,Name of Roundabout,1903,3
190304,高速路出口,Expressway Exit,1903,3
190305,高速路入口,Expressway Entrance,1903,3
190306,立交桥,Motorway Interchange,1903,3
190307,桥,Bridge,1903,3
190308,城市快速路出口,Urban Expressway Exit,1903,3
190309,城市快速路入口,Urban Expressway Entrance,1903,3
190310,隧道,Tunnel,1903,3
190311,铁路,Railway,1903,3
190400,门牌信息,Address Sign,1904,3
190401,地名门牌,Placename Sign,1904,3
190402,道路门牌,Road Name Sign,1904,3
190403,楼栋号,Building Number,1904,3
190500,城市中心,City Center,1905,3
190600,标志性建筑物,Landmark Buildings,1906,3
190700,热点地名,The hot names,1907,3
200000,公共设施,Public Facility,2000,3
200100,报刊亭,Newsstand,2001,3
200200,公用电话,Public Phone,2002,3
200300,公共厕所,Public Toilet,2003,3
200301,男洗手间,Male Toilet,2003,3
200302,女洗手间,Female Toilet,2003,3
200303,残障洗手间/无障碍洗手间,Wheelchair Accessible,2003,3
200304,婴儿换洗间/哺乳室/母婴室,Room of Mother and Infant,2003,3
200400,紧急避难场所,Emergency Shelter,2004,3
220000,事件活动,Incidents and Events,2200,3
220100,公众活动,Public Event,2201,3
220101,节日庆典,Festival Celebration,2201,3
220102,展会展览,Convention & Exposition,2201,3
220103,体育赛事,Sports Event,2201,3
220104,文艺演出,Art Performance,2201,3
220105,大型会议,Conference,2201,3
220106,运营活动,Operating Activities,2201,3
220107,商场活动,Marketplace Activities,2201,3
220200,突发事件,Emergency,2202,3
220201,自然灾害,Natural Disaster,2202,3
220202,事故灾难,Accident,2202,3
220203,城市新闻,City News,2202,3
220204,公共卫生事件,Public?Health?Event,2202,3
220205,公共社会事件,Public Social Event,2202,3
970000,室内设施,Indoor facilities,9700,3
990000,通行设施,Pass Facilities,9900,3
991000,建筑物门,Gate of Buildings,9910,3
991001,建筑物正门,Main Gate of Buildings,9910,3
991400,临街院门,Gate of Street House,9914,3
991401,临街院正门,Main Entrance of Street House Gate,9914,3
991500,虚拟门,Virtual Gate,9915,3
